zone_id,week,zone_type,population_density,road_capacity,effective_road_capacity,vehicle_density,traffic_pressure,congestion,average_speed,red_light_violations,weather,road_condition,special_event,incident_count,incident_occurred
Zone_10,42,Residential,15099,47,47.0,39.78,0.846,46.68,52.8,1,Normal,Good,0,0,0
Zone_11,42,Residential,9955,43,43.0,33.4,0.777,46.57,51.02,5,Normal,Good,0,0,0
Zone_12,42,Commercial_Downtown,8725,68,68.0,78.44,1.154,71.6,42.26,10,Normal,Good,0,0,0
Zone_13,42,Suburban_LowDensity,1361,75,75.0,0.0,0.0,6.82,62.17,2,Normal,Good,0,0,0
Zone_14,42,University_District,10551,99,99.0,48.06,0.485,24.21,60.62,3,Normal,Good,0,0,0
Zone_15,42,Residential,14863,86,86.0,57.24,0.666,34.87,55.54,7,Normal,Good,0,0,0
Zone_16,42,Highway_Junction,1963,84,84.0,23.42,0.279,9.43,65.48,8,Normal,Good,0,0,0
Zone_17,42,Residential,8064,48,39.74,24.65,0.62,34.31,47.46,6,Light Rain,Moderate,0,0,0
Zone_18,42,Industrial_Corridor,3295,90,90.0,7.71,0.086,5.64,68.15,0,Normal,Good,0,0,0
Zone_19,42,Industrial_Corridor,4136,81,81.0,12.42,0.153,9.88,61.8,3,Normal,Good,0,0,0
Zone_20,42,Commercial_Downtown,3700,73,73.0,18.72,0.256,14.96,60.92,3,Normal,Good,0,0,0
Zone_21,42,Residential,11645,74,74.0,31.11,0.42,20.64,57.64,0,Normal,Good,0,0,0
Zone_22,42,University_District,7570,76,76.0,32.34,0.426,22.21,60.92,4,Normal,Good,0,1,1
Zone_23,42,Suburban_LowDensity,2228,53,53.0,0.0,0.0,5.12,62.38,2,Normal,Good,0,0,0
Zone_24,42,Commercial_Downtown,8634,99,99.0,55.96,0.565,26.29,58.15,4,Normal,Good,0,0,0
Zone_25,42,Residential,10790,71,71.0,35.11,0.495,25.48,60.06,2,Normal,Good,0,0,0
Zone_26,42,University_District,7678,75,75.0,44.22,0.59,33.99,53.33,5,Normal,Good,0,0,0
Zone_27,42,Suburban_LowDensity,4357,81,67.07,21.17,0.316,18.68,50.88,1,Light Rain,Moderate,0,0,0
Zone_28,42,Highway_Junction,1845,83,83.0,19.26,0.232,12.91,61.15,2,Normal,Good,0,0,0
Zone_29,42,Residential,13450,94,94.0,43.4,0.462,21.31,60.86,3,Normal,Good,0,0,0
Zone_30,42,Highway_Junction,2448,66,66.0,12.55,0.19,16.21,58.71,5,Normal,Good,0,0,0
Zone_31,42,Commercial_Downtown,9364,45,45.0,36.7,0.816,47.43,50.94,12,Normal,Good,0,1,1
Zone_32,42,Commercial_Downtown,7248,81,81.0,40.96,0.506,24.77,61.32,4,Normal,Good,0,0,0
Zone_33,42,Commercial_Downtown,6945,63,63.0,34.24,0.543,28.45,59.92,6,Normal,Good,0,1,1
Zone_34,42,Industrial_Corridor,3320,51,42.23,3.47,0.082,9.25,56.28,0,Light Rain,Moderate,0,0,0
Zone_35,42,Residential,15280,95,95.0,45.53,0.479,20.57,57.28,3,Normal,Good,0,0,0
Zone_36,42,Residential,12737,62,62.0,40.67,0.656,31.76,55.85,3,Normal,Good,0,0,0
Zone_37,42,Residential,11474,92,92.0,34.22,0.372,15.56,64.9,1,Normal,Good,0,0,0
Zone_38,42,Commercial_Downtown,9035,94,94.0,57.36,0.61,26.16,61.58,7,Normal,Good,0,0,0
Zone_39,42,Industrial_Corridor,2566,44,44.0,4.69,0.107,4.84,63.2,1,Normal,Good,0,0,0
Zone_40,42,University_District,7930,55,55.0,48.15,0.875,52.35,48.59,3,Normal,Good,0,1,1
Zone_41,42,Highway_Junction,2549,42,42.0,15.23,0.363,13.86,65.38,5,Normal,Good,0,0,0
Zone_42,42,University_District,7369,58,58.0,31.56,0.544,26.08,61.01,4,Normal,Good,0,0,0
Zone_43,42,Commercial_Downtown,3988,78,64.58,19.38,0.3,14.57,56.61,1,Light Rain,Moderate,0,0,0
Zone_44,42,Suburban_LowDensity,3720,70,70.0,4.84,0.069,9.59,62.57,4,Normal,Good,0,0,0
Zone_45,42,Highway_Junction,2987,87,87.0,17.83,0.205,11.02,64.59,5,Normal,Good,0,0,0
Zone_46,42,University_District,8049,51,51.0,45.89,0.9,54.63,49.16,3,Normal,Good,0,2,1
Zone_47,42,University_District,8056,58,58.0,31.93,0.551,22.64,60.16,5,Normal,Good,0,0,0
Zone_48,42,Industrial_Corridor,3999,72,72.0,15.54,0.216,11.21,60.68,4,Normal,Good,0,0,0
Zone_49,42,University_District,11539,59,59.0,63.01,1.068,66.87,40.19,7,Normal,Good,0,0,0
Zone_50,42,University_District,11592,68,56.3,49.93,0.887,59.35,42.28,12,Light Rain,Moderate,0,0,0
Zone_01,43,Commercial_Downtown,8726,60,52.8,53.61,1.015,69.18,41.81,11,Normal,Good,1,0,0
Zone_02,43,Residential,12426,92,92.0,41.64,0.453,24.45,57.56,1,Normal,Good,0,0,0
Zone_03,43,University_District,7685,63,63.0,14.47,0.23,8.14,60.89,2,Normal,Good,0,0,0
Zone_04,43,Highway_Junction,2415,72,72.0,20.58,0.286,12.23,60.96,3,Normal,Good,0,0,0
Zone_05,43,Commercial_Downtown,8343,66,66.0,46.6,0.706,33.77,56.91,9,Normal,Good,0,0,0
Zone_06,43,University_District,8747,86,86.0,34.1,0.397,20.84,58.8,1,Normal,Good,0,0,0
Zone_07,43,University_District,7267,42,34.78,30.97,0.89,63.45,37.26,11,Light Rain,Moderate,0,3,1
Zone_08,43,Highway_Junction,2040,43,35.6,30.24,0.849,57.33,37.52,9,Light Rain,Moderate,0,0,0
Zone_09,43,Suburban_LowDensity,3241,92,92.0,12.17,0.132,13.97,61.17,2,Normal,Good,0,0,0
Zone_10,43,Residential,15099,47,47.0,43.25,0.92,60.01,45.29,6,Normal,Good,0,0,0
Zone_11,43,Residential,9955,43,37.84,30.87,0.816,44.93,51.54,11,Normal,Good,1,0,0
Zone_12,43,Commercial_Downtown,8725,68,68.0,66.21,0.974,58.52,45.75,10,Normal,Good,0,0,0
Zone_13,43,Suburban_LowDensity,1361,75,62.1,0.0,0.0,7.35,57.93,3,Light Rain,Moderate,0,0,0
Zone_14,43,University_District,10551,99,72.14,51.98,0.721,45.59,48.28,7,Light Rain,Moderate,1,0,0
Zone_15,43,Residential,14863,86,71.21,43.29,0.608,35.23,48.62,3,Light Rain,Moderate,0,0,0
Zone_16,43,Highway_Junction,1963,84,84.0,11.15,0.133,5.95,63.52,3,Normal,Good,0,0,0
Zone_17,43,Residential,8064,48,48.0,15.14,0.315,12.68,64.41,1,Normal,Good,0,1,1
Zone_18,43,Industrial_Corridor,3295,90,90.0,7.64,0.085,9.84,65.04,3,Normal,Good,0,0,0
Zone_19,43,Industrial_Corridor,4136,81,81.0,6.63,0.082,7.98,61.53,2,Normal,Good,0,0,0
Zone_20,43,Commercial_Downtown,3700,73,73.0,21.98,0.301,16.85,58.95,4,Normal,Good,0,0,0
Zone_21,43,Residential,11645,74,74.0,26.87,0.363,13.75,61.74,1,Normal,Good,0,0,0
Zone_22,43,University_District,7570,76,76.0,30.32,0.399,19.98,60.68,3,Normal,Good,0,0,0
Zone_23,43,Suburban_LowDensity,2228,53,53.0,2.48,0.047,7.81,65.71,1,Normal,Good,0,0,0
Zone_24,43,Commercial_Downtown,8634,99,99.0,49.06,0.496,24.89,63.09,10,Normal,Good,0,0,0
Zone_25,43,Residential,10790,71,71.0,29.36,0.414,18.82,64.24,3,Normal,Good,0,0,0
Zone_26,43,University_District,7678,75,75.0,44.66,0.595,25.21,61.59,4,Normal,Good,0,0,0
Zone_27,43,Suburban_LowDensity,4357,81,81.0,27.39,0.338,12.75,60.31,1,Normal,Good,0,0,0
Zone_28,43,Highway_Junction,1845,83,83.0,24.41,0.294,15.94,60.33,2,Normal,Good,0,0,0
Zone_29,43,Residential,13450,94,82.72,50.67,0.613,33.09,56.91,7,Normal,Good,1,0,0
Zone_30,43,Highway_Junction,2448,66,66.0,9.15,0.139,6.87,62.26,4,Normal,Good,0,0,0
Zone_31,43,Commercial_Downtown,9364,45,45.0,39.12,0.869,51.96,50.14,6,Normal,Good,0,0,0
Zone_32,43,Commercial_Downtown,7248,81,81.0,31.74,0.392,13.42,63.77,7,Normal,Good,0,1,1
Zone_33,43,Commercial_Downtown,6945,63,55.44,40.52,0.731,39.72,53.95,9,Normal,Good,1,0,0
Zone_34,43,Industrial_Corridor,3320,51,51.0,0.49,0.01,4.81,62.82,1,Normal,Good,0,0,0
Zone_35,43,Residential,15280,95,95.0,53.04,0.558,29.15,59.03,10,Normal,Good,0,0,0
Zone_36,43,Residential,12737,62,62.0,38.06,0.614,32.34,57.71,4,Normal,Good,0,0,0
Zone_37,43,Residential,11474,92,80.96,44.71,0.552,26.96,59.19,5,Normal,Good,1,0,0
Zone_38,43,Commercial_Downtown,9035,94,82.72,64.97,0.785,49.47,52.45,12,Normal,Good,1,0,0
Zone_39,43,Industrial_Corridor,2566,44,44.0,11.16,0.254,11.85,61.73,4,Normal,Good,0,0,0
Zone_40,43,University_District,7930,55,55.0,41.66,0.757,44.12,51.75,0,Normal,Good,0,0,0
Zone_41,43,Highway_Junction,2549,42,42.0,13.25,0.315,17.13,61.87,5,Normal,Good,0,0,0
Zone_42,43,University_District,7369,58,48.02,34.24,0.713,43.8,43.77,4,Light Rain,Moderate,0,0,0
Zone_43,43,Commercial_Downtown,3988,78,78.0,18.15,0.233,7.53,64.91,2,Normal,Good,0,0,0
Zone_44,43,Suburban_LowDensity,3720,70,70.0,9.01,0.129,3.77,65.58,1,Normal,Good,0,0,0
Zone_45,43,Highway_Junction,2987,87,87.0,13.21,0.152,13.05,61.93,4,Normal,Good,0,0,0
Zone_46,43,University_District,8049,51,51.0,50.19,0.984,60.7,47.85,15,Normal,Good,0,1,1
Zone_47,43,University_District,8056,58,42.26,44.55,1.054,71.99,35.02,14,Light Rain,Moderate,1,1,1
Zone_48,43,Industrial_Corridor,3999,72,63.36,29.72,0.469,21.37,63.4,4,Normal,Good,1,0,0
Zone_49,43,University_District,11539,59,59.0,68.51,1.161,76.36,37.45,6,Normal,Good,0,1,1
Zone_50,43,University_District,11592,68,68.0,50.96,0.749,44.29,48.88,9,Normal,Good,0,0,0
Zone_01,44,Commercial_Downtown,8726,60,60.0,46.92,0.782,46.18,53.79,7,Normal,Good,0,0,0
Zone_02,44,Residential,12426,92,92.0,44.87,0.488,21.2,62.56,4,Normal,Good,0,0,0
Zone_03,44,University_District,7685,63,63.0,22.98,0.365,16.31,58.99,4,Normal,Good,0,0,0
Zone_04,44,Highway_Junction,2415,72,72.0,20.17,0.28,10.59,66.57,5,Normal,Good,0,0,0
Zone_05,44,Commercial_Downtown,8343,66,66.0,39.19,0.594,29.07,59.44,2,Normal,Good,0,0,0
Zone_06,44,University_District,8747,86,86.0,35.72,0.415,22.05,59.32,4,Normal,Good,0,0,0
Zone_07,44,University_District,7267,42,34.78,35.26,1.014,73.44,32.17,10,Light Rain,Moderate,0,3,1
Zone_08,44,Highway_Junction,2040,43,43.0,30.28,0.704,34.09,57.05,8,Normal,Good,0,0,0
Zone_09,44,Suburban_LowDensity,3241,92,92.0,16.82,0.183,12.68,65.0,2,Normal,Good,0,0,0
Zone_10,44,Residential,15099,47,47.0,44.46,0.946,59.21,45.53,7,Normal,Good,0,0,0
Zone_11,44,Residential,9955,43,43.0,26.13,0.608,30.78,56.42,7,Normal,Good,0,1,1
Zone_12,44,Commercial_Downtown,8725,68,68.0,61.31,0.902,55.99,48.66,6,Normal,Good,0,0,0
Zone_13,44,Suburban_LowDensity,1361,75,75.0,1.31,0.017,7.79,65.24,0,Normal,Good,0,0,0
Zone_14,44,University_District,10551,99,99.0,52.4,0.529,20.88,58.66,1,Normal,Good,0,0,0
Zone_15,44,Residential,14863,86,71.21,42.73,0.6,32.96,46.52,5,Light Rain,Moderate,0,2,1
Zone_16,44,Highway_Junction,1963,84,84.0,13.49,0.161,9.17,62.78,4,Normal,Good,0,0,0
Zone_17,44,Residential,8064,48,48.0,16.1,0.335,13.16,63.99,3,Normal,Good,0,0,0
Zone_18,44,Industrial_Corridor,3295,90,90.0,9.1,0.101,7.04,62.16,0,Normal,Good,0,0,0
Zone_19,44,Industrial_Corridor,4136,81,81.0,7.05,0.087,10.22,62.77,2,Normal,Good,0,0,0
Zone_20,44,Commercial_Downtown,3700,73,73.0,18.82,0.258,18.25,62.05,2,Normal,Good,0,0,0
Zone_21,44,Residential,11645,74,61.27,28.48,0.465,23.64,50.55,1,Light Rain,Moderate,0,0,0
Zone_22,44,University_District,7570,76,76.0,32.16,0.423,18.0,63.88,3,Normal,Good,0,0,0
Zone_23,44,Suburban_LowDensity,2228,53,53.0,0.0,0.0,4.4,64.94,1,Normal,Good,0,0,0
Zone_24,44,Commercial_Downtown,8634,99,99.0,50.14,0.506,23.27,57.86,3,Normal,Good,0,0,0
Zone_25,44,Residential,10790,71,58.79,35.59,0.605,31.96,49.17,3,Light Rain,Moderate,0,2,1
Zone_26,44,University_District,7678,75,75.0,41.98,0.56,26.3,57.09,3,Normal,Good,0,0,0
Zone_27,44,Suburban_LowDensity,4357,81,81.0,32.03,0.395,12.73,61.38,6,Normal,Good,0,0,0
Zone_28,44,Highway_Junction,1845,83,83.0,19.55,0.236,13.02,64.66,2,Normal,Good,0,0,0
Zone_29,44,Residential,13450,94,77.83,46.63,0.599,35.34,49.03,5,Light Rain,Moderate,0,0,0
Zone_30,44,Highway_Junction,2448,66,66.0,3.2,0.048,0.94,68.75,4,Normal,Good,0,0,0
Zone_31,44,Commercial_Downtown,9364,45,45.0,27.42,0.609,33.39,53.08,3,Normal,Good,0,0,0
Zone_32,44,Commercial_Downtown,7248,81,81.0,36.48,0.45,21.01,62.17,10,Normal,Good,0,0,0
Zone_33,44,Commercial_Downtown,6945,63,52.16,36.08,0.692,36.54,47.24,9,Light Rain,Moderate,0,1,1
Zone_34,44,Industrial_Corridor,3320,51,51.0,0.0,0.0,4.52,63.47,2,Normal,Good,0,0,0
Zone_35,44,Residential,15280,95,95.0,53.84,0.567,23.76,59.9,5,Normal,Good,0,0,0
Zone_36,44,Residential,12737,62,62.0,42.96,0.693,38.07,57.53,4,Normal,Good,0,0,0
Zone_37,44,Residential,11474,92,92.0,36.67,0.399,15.0,64.31,1,Normal,Good,0,0,0
Zone_38,44,Commercial_Downtown,9035,94,94.0,54.73,0.582,24.0,60.4,9,Normal,Good,0,0,0
Zone_39,44,Industrial_Corridor,2566,44,44.0,15.74,0.358,17.83,61.4,7,Normal,Good,0,0,0
Zone_40,44,University_District,7930,55,45.54,48.0,1.054,75.78,28.99,4,Light Rain,Moderate,0,1,1
Zone_41,44,Highway_Junction,2549,42,42.0,13.42,0.32,16.24,62.92,6,Normal,Good,0,0,0
Zone_42,44,University_District,7369,58,58.0,39.57,0.682,37.87,54.89,7,Normal,Good,0,0,0
Zone_43,44,Commercial_Downtown,3988,78,78.0,13.74,0.176,9.76,62.9,4,Normal,Good,0,0,0
Zone_44,44,Suburban_LowDensity,3720,70,70.0,5.42,0.077,9.55,63.65,3,Normal,Good,0,0,0
Zone_45,44,Highway_Junction,2987,87,87.0,14.94,0.172,7.25,64.16,3,Normal,Good,0,0,0
Zone_46,44,University_District,8049,51,51.0,57.05,1.119,71.17,42.33,10,Normal,Good,0,0,0
Zone_47,44,University_District,8056,58,48.02,32.04,0.667,39.74,45.08,1,Light Rain,Moderate,0,1,1
Zone_48,44,Industrial_Corridor,3999,72,72.0,19.91,0.277,10.41,66.78,1,Normal,Good,0,0,0
Zone_49,44,University_District,11539,59,59.0,57.79,0.979,58.15,46.11,6,Normal,Good,0,0,0
Zone_50,44,University_District,11592,68,68.0,61.99,0.912,52.32,50.59,5,Normal,Good,0,0,0
Zone_01,45,Commercial_Downtown,8726,60,60.0,50.72,0.845,45.56,51.87,4,Normal,Good,0,0,0
Zone_02,45,Residential,12426,92,92.0,43.25,0.47,20.54,62.93,2,Normal,Good,0,0,0
Zone_03,45,University_District,7685,63,63.0,17.49,0.278,19.83,60.9,4,Normal,Good,0,0,0
Zone_04,45,Highway_Junction,2415,72,72.0,16.16,0.224,9.48,63.46,5,Normal,Good,0,0,0
Zone_05,45,Commercial_Downtown,8343,66,66.0,40.79,0.618,33.11,57.58,3,Normal,Good,0,0,0
Zone_06,45,University_District,8747,86,86.0,45.98,0.535,25.57,57.69,3,Normal,Good,0,0,0
Zone_07,45,University_District,7267,42,42.0,38.39,0.914,59.06,49.74,9,Normal,Good,0,0,0
Zone_08,45,Highway_Junction,2040,43,43.0,33.37,0.776,43.42,49.12,12,Normal,Good,0,0,0
Zone_09,45,Suburban_LowDensity,3241,92,92.0,23.23,0.253,10.85,63.73,1,Normal,Good,0,0,0
Zone_10,45,Residential,15099,47,47.0,40.27,0.857,50.7,51.28,5,Normal,Good,0,0,0
Zone_11,45,Residential,9955,43,43.0,24.14,0.561,25.98,61.09,0,Normal,Good,0,0,0
Zone_12,45,Commercial_Downtown,8725,68,68.0,60.15,0.885,52.8,51.02,11,Normal,Good,0,1,1
Zone_13,45,Suburban_LowDensity,1361,75,75.0,5.73,0.076,8.37,65.67,2,Normal,Good,0,0,0
Zone_14,45,University_District,10551,99,99.0,43.96,0.444,17.3,59.73,4,Normal,Good,0,1,1
Zone_15,45,Residential,14863,86,86.0,46.14,0.537,24.44,61.09,1,Normal,Good,0,0,0
Zone_16,45,Highway_Junction,1963,84,84.0,12.75,0.152,5.52,62.59,6,Normal,Good,0,0,0
Zone_17,45,Residential,8064,48,48.0,17.59,0.366,16.23,62.75,3,Normal,Good,0,0,0
Zone_18,45,Industrial_Corridor,3295,90,90.0,7.8,0.087,10.06,62.2,2,Normal,Good,0,0,0
Zone_19,45,Industrial_Corridor,4136,81,81.0,1.59,0.02,2.9,63.0,3,Normal,Good,0,0,0
Zone_20,45,Commercial_Downtown,3700,73,73.0,16.0,0.219,14.35,62.39,6,Normal,Good,0,0,0
Zone_21,45,Residential,11645,74,74.0,20.75,0.28,9.22,65.68,3,Normal,Good,0,0,0
Zone_22,45,University_District,7570,76,76.0,28.28,0.372,17.47,61.67,6,Normal,Good,0,0,0
Zone_23,45,Suburban_LowDensity,2228,53,53.0,0.0,0.0,5.14,63.46,3,Normal,Good,0,0,0
Zone_24,45,Commercial_Downtown,8634,99,99.0,49.21,0.497,21.59,60.07,6,Normal,Good,0,0,0
Zone_25,45,Residential,10790,71,71.0,35.73,0.503,22.87,60.8,2,Normal,Good,0,0,0
Zone_26,45,University_District,7678,75,75.0,44.21,0.589,28.83,58.23,5,Normal,Good,0,0,0
Zone_27,45,Suburban_LowDensity,4357,81,81.0,17.63,0.218,10.79,62.62,1,Normal,Good,0,0,0
Zone_28,45,Highway_Junction,1845,83,83.0,15.89,0.191,10.31,63.55,4,Normal,Good,0,0,0
Zone_29,45,Residential,13450,94,94.0,49.79,0.53,24.31,58.01,6,Normal,Good,0,0,0
Zone_30,45,Highway_Junction,2448,66,66.0,1.52,0.023,6.42,63.78,6,Normal,Good,0,0,0
Zone_31,45,Commercial_Downtown,9364,45,45.0,29.04,0.645,31.99,54.71,10,Normal,Good,0,0,0
Zone_32,45,Commercial_Downtown,7248,81,67.07,44.0,0.656,39.21,43.66,3,Light Rain,Moderate,0,0,0
Zone_33,45,Commercial_Downtown,6945,63,63.0,38.29,0.608,32.65,53.67,6,Normal,Good,0,0,0
Zone_34,45,Industrial_Corridor,3320,51,51.0,4.08,0.08,9.65,64.18,4,Normal,Good,0,0,0
Zone_35,45,Residential,15280,95,95.0,45.49,0.479,21.72,61.1,4,Normal,Good,0,0,0
Zone_36,45,Residential,12737,62,62.0,51.9,0.837,48.97,49.5,8,Normal,Good,0,0,0
Zone_37,45,Residential,11474,92,92.0,41.94,0.456,22.41,60.95,4,Normal,Good,0,0,0
Zone_38,45,Commercial_Downtown,9035,94,94.0,60.0,0.638,34.67,56.67,9,Normal,Good,0,1,1
Zone_39,45,Industrial_Corridor,2566,44,44.0,16.86,0.383,17.09,59.18,3,Normal,Good,0,0,0
Zone_40,45,University_District,7930,55,55.0,49.86,0.907,53.74,49.03,5,Normal,Good,0,0,0
Zone_41,45,Highway_Junction,2549,42,42.0,6.6,0.157,8.45,65.15,6,Normal,Good,0,0,0
Zone_42,45,University_District,7369,58,58.0,41.78,0.72,39.19,56.94,4,Normal,Good,0,0,0
Zone_43,45,Commercial_Downtown,3988,78,78.0,17.86,0.229,8.94,61.32,2,Normal,Good,0,0,0
Zone_44,45,Suburban_LowDensity,3720,70,70.0,16.86,0.241,12.32,60.95,3,Normal,Good,0,0,0
Zone_45,45,Highway_Junction,2987,87,87.0,17.36,0.2,10.94,65.26,6,Normal,Good,0,0,0
Zone_46,45,University_District,8049,51,51.0,53.89,1.057,64.28,43.86,4,Normal,Good,0,2,1
Zone_47,45,University_District,8056,58,58.0,41.0,0.707,40.68,55.61,5,Normal,Good,0,0,0
Zone_48,45,Industrial_Corridor,3999,72,72.0,21.85,0.303,14.73,61.78,2,Normal,Good,0,0,0
Zone_49,45,University_District,11539,59,48.85,52.8,1.081,75.73,31.92,9,Light Rain,Moderate,0,1,1
Zone_50,45,University_District,11592,68,56.3,55.64,0.988,71.08,32.02,8,Light Rain,Moderate,0,0,0
Zone_01,46,Commercial_Downtown,8726,60,60.0,45.47,0.758,40.31,51.9,12,Normal,Good,0,0,0
Zone_02,46,Residential,12426,92,92.0,44.05,0.479,23.87,58.96,1,Normal,Good,0,0,0
Zone_03,46,University_District,7685,63,63.0,18.38,0.292,14.72,63.97,2,Normal,Good,0,0,0
Zone_04,46,Highway_Junction,2415,72,72.0,17.63,0.245,13.81,63.91,4,Normal,Good,0,0,0
Zone_05,46,Commercial_Downtown,8343,66,66.0,38.17,0.578,30.46,56.63,3,Normal,Good,0,1,1
Zone_06,46,University_District,8747,86,86.0,44.75,0.52,23.58,59.35,2,Normal,Good,0,0,0
Zone_07,46,University_District,7267,42,42.0,36.11,0.86,50.28,49.6,7,Normal,Good,0,0,0
Zone_08,46,Highway_Junction,2040,43,43.0,26.56,0.618,32.54,54.91,9,Normal,Good,0,0,0
Zone_09,46,Suburban_LowDensity,3241,92,92.0,18.87,0.205,11.38,66.0,2,Normal,Good,0,0,0
Zone_10,46,Residential,15099,47,38.92,54.3,1.395,95.65,19.48,18,Light Rain,Moderate,0,2,1
Zone_11,46,Residential,9955,43,43.0,19.16,0.446,22.71,61.73,6,Normal,Good,0,0,0
Zone_12,46,Commercial_Downtown,8725,68,68.0,60.97,0.897,51.1,49.29,9,Normal,Good,0,0,0
Zone_13,46,Suburban_LowDensity,1361,75,75.0,0.42,0.006,3.76,65.96,1,Normal,Good,0,0,0
Zone_14,46,University_District,10551,99,99.0,42.78,0.432,21.15,57.34,4,Normal,Good,0,0,0
Zone_15,46,Residential,14863,86,71.21,51.65,0.725,46.11,43.78,6,Light Rain,Moderate,0,0,0
Zone_16,46,Highway_Junction,1963,84,84.0,8.16,0.097,8.04,63.13,6,Normal,Good,0,0,0
Zone_17,46,Residential,8064,48,48.0,13.84,0.288,19.56,59.69,1,Normal,Good,0,2,1
Zone_18,46,Industrial_Corridor,3295,90,90.0,9.08,0.101,11.7,63.33,2,Normal,Good,0,0,0
Zone_19,46,Industrial_Corridor,4136,81,81.0,0.21,0.003,5.97,65.57,3,Normal,Good,0,0,0
Zone_20,46,Commercial_Downtown,3700,73,73.0,8.26,0.113,7.36,65.79,5,Normal,Good,0,0,0
Zone_21,46,Residential,11645,74,74.0,20.88,0.282,14.63,61.86,3,Normal,Good,0,0,0
Zone_22,46,University_District,7570,76,76.0,38.5,0.507,20.24,58.49,3,Normal,Good,0,0,0
Zone_23,46,Suburban_LowDensity,2228,53,53.0,0.0,0.0,0.0,64.75,0,Normal,Good,0,0,0
Zone_24,46,Commercial_Downtown,8634,99,99.0,52.29,0.528,24.22,58.91,5,Normal,Good,0,1,1
Zone_25,46,Residential,10790,71,71.0,32.88,0.463,19.1,62.75,3,Normal,Good,0,1,1
Zone_26,46,University_District,7678,75,75.0,39.89,0.532,28.94,59.85,1,Normal,Good,0,0,0
Zone_27,46,Suburban_LowDensity,4357,81,81.0,19.4,0.24,11.06,63.59,1,Normal,Good,0,0,0
Zone_28,46,Highway_Junction,1845,83,83.0,11.4,0.137,6.58,61.68,4,Normal,Good,0,0,0
Zone_29,46,Residential,13450,94,94.0,42.44,0.451,21.78,62.45,2,Normal,Good,0,1,1
Zone_30,46,Highway_Junction,2448,66,54.65,2.86,0.052,4.82,53.91,2,Light Rain,Moderate,0,0,0
Zone_31,46,Commercial_Downtown,9364,45,45.0,28.51,0.634,38.97,55.49,4,Normal,Good,0,0,0
Zone_32,46,Commercial_Downtown,7248,81,81.0,42.96,0.53,25.91,58.47,2,Normal,Good,0,0,0
Zone_33,46,Commercial_Downtown,6945,63,63.0,33.11,0.526,22.33,56.97,1,Normal,Good,0,0,0
Zone_34,46,Industrial_Corridor,3320,51,51.0,14.51,0.285,9.91,64.55,3,Normal,Good,0,0,0
Zone_35,46,Residential,15280,95,95.0,49.87,0.525,28.03,55.98,4,Normal,Good,0,0,0
Zone_36,46,Residential,12737,62,62.0,51.4,0.829,48.16,49.19,8,Normal,Good,0,2,1
Zone_37,46,Residential,11474,92,92.0,39.72,0.432,21.93,62.92,7,Normal,Good,0,0,0
Zone_38,46,Commercial_Downtown,9035,94,94.0,58.21,0.619,33.89,54.52,4,Normal,Good,0,0,0
Zone_39,46,Industrial_Corridor,2566,44,44.0,11.33,0.258,11.39,61.91,0,Normal,Good,0,0,0
Zone_40,46,University_District,7930,55,55.0,58.14,1.057,73.13,38.17,7,Normal,Good,0,1,1
Zone_41,46,Highway_Junction,2549,42,42.0,13.22,0.315,10.89,65.0,2,Normal,Good,0,0,0
Zone_42,46,University_District,7369,58,58.0,43.68,0.753,36.53,56.77,4,Normal,Good,0,0,0
Zone_43,46,Commercial_Downtown,3988,78,78.0,16.35,0.21,9.18,64.73,6,Normal,Good,0,0,0
Zone_44,46,Suburban_LowDensity,3720,70,70.0,13.54,0.193,7.7,64.82,3,Normal,Good,0,0,0
Zone_45,46,Highway_Junction,2987,87,87.0,19.83,0.228,12.31,64.0,2,Normal,Good,0,0,0
Zone_46,46,University_District,8049,51,51.0,53.78,1.055,64.8,43.92,7,Normal,Good,0,0,0
Zone_47,46,University_District,8056,58,48.02,43.56,0.907,56.79,39.63,5,Light Rain,Moderate,0,0,0
Zone_48,46,Industrial_Corridor,3999,72,72.0,23.21,0.322,13.98,62.0,1,Normal,Good,0,0,0
Zone_49,46,University_District,11539,59,59.0,47.07,0.798,46.74,55.19,8,Normal,Good,0,1,1
Zone_50,46,University_District,11592,68,68.0,59.12,0.869,49.2,51.32,6,Normal,Good,0,1,1
Zone_01,47,Commercial_Downtown,8726,60,60.0,53.16,0.886,49.15,49.55,7,Normal,Good,0,0,0
Zone_02,47,Residential,12426,92,92.0,40.86,0.444,22.02,59.21,3,Normal,Good,0,0,0
Zone_03,47,University_District,7685,63,63.0,15.1,0.24,12.22,62.13,2,Normal,Good,0,0,0
Zone_04,47,Highway_Junction,2415,72,72.0,12.43,0.173,13.17,61.91,3,Normal,Good,0,0,0
Zone_05,47,Commercial_Downtown,8343,66,66.0,40.33,0.611,30.17,57.55,6,Normal,Good,0,0,0
Zone_06,47,University_District,8747,86,86.0,41.48,0.482,20.65,57.5,5,Normal,Good,0,0,0
Zone_07,47,University_District,7267,42,42.0,32.85,0.782,40.06,54.43,5,Normal,Good,0,0,0
Zone_08,47,Highway_Junction,2040,43,43.0,21.75,0.506,20.95,60.7,4,Normal,Good,0,0,0
Zone_09,47,Suburban_LowDensity,3241,92,92.0,18.77,0.204,9.19,64.65,6,Normal,Good,0,0,0
