zone_id,week,zone_type,temporal_profile,population_density,road_capacity,effective_road_capacity,vehicle_density,traffic_pressure,congestion,average_speed,red_light_violations,weather,road_condition,special_event,incident_count,incident_occurred,previous_week_vehicle_density,previous_week_congestion,previous_week_average_speed,previous_week_red_light_violations,previous_week_incident_count,previous_week_incident_occurred,previous_week_traffic_pressure,rolling_4_week_avg_vehicle_density,rolling_4_week_avg_congestion,rolling_4_week_avg_speed,rolling_4_week_avg_violations,rolling_4_week_incident_count,rolling_4_week_incident_rate,rolling_4_week_avg_traffic_pressure,vehicle_density_change,congestion_change,speed_change,violations_change,traffic_pressure_change,incident_count_change,vehicle_density_pct_change,congestion_pct_change,speed_pct_change,vehicle_population_ratio,congestion_trend_4w,vehicle_density_trend_4w,speed_trend_4w,incident_trend_4w
Zone_40,2,University_District,PERIODIC_SPIKE,7930,55,55.0,44.67,0.812,50.6,50.52,10,Normal,Good,0,1,1,39.91,41.0,54.11,6.0,0.0,0.0,0.726,,,,,,,,4.76,9.6,-3.59,4.0,0.086,,11.93,23.41,-6.63,5.633,,,,
Zone_40,3,University_District,PERIODIC_SPIKE,7930,55,55.0,46.37,0.843,51.37,49.35,5,Normal,Good,0,2,1,44.67,50.6,50.52,10.0,1.0,1.0,0.812,,,,,,,,1.7,0.77,-1.17,-5.0,0.031,1.0,3.81,1.52,-2.32,5.847,,,,
Zone_40,4,University_District,PERIODIC_SPIKE,7930,55,55.0,39.84,0.724,36.78,56.75,3,Normal,Good,0,0,0,46.37,51.37,49.35,5.0,2.0,1.0,0.843,,,,,,,,-6.53,-14.59,7.4,-2.0,-0.119,1.0,-14.08,-28.4,14.99,5.024,,,,
Zone_40,5,University_District,PERIODIC_SPIKE,7930,55,49.5,51.37,1.038,65.44,41.24,7,Normal,Good,1,2,1,39.84,36.78,56.75,3.0,0.0,0.0,0.724,42.7,44.94,52.68,6.0,3.0,0.5,0.776,11.53,28.66,-15.51,4.0,0.314,-2.0,28.94,77.92,-27.33,6.478,-1.189,0.149,0.675,0.0
Zone_40,6,University_District,PERIODIC_SPIKE,7930,55,55.0,45.21,0.822,47.99,51.15,2,Normal,Good,0,2,1,51.37,65.44,41.24,7.0,2.0,1.0,1.038,45.56,51.05,49.46,6.25,5.0,0.75,0.854,-6.16,-17.45,9.91,-5.0,-0.216,2.0,-11.99,-26.67,24.03,5.701,2.993,1.357,-2.044,-0.1
Zone_40,7,University_District,PERIODIC_SPIKE,7930,55,45.54,42.42,0.931,64.94,33.47,4,Light Rain,Moderate,0,2,1,45.21,47.99,51.15,2.0,2.0,1.0,0.822,45.7,50.4,49.62,4.25,6.0,0.75,0.857,-2.79,16.95,-17.68,2.0,0.109,0.0,-6.17,35.32,-34.56,5.349,1.852,0.805,-1.011,0.1
Zone_40,8,University_District,PERIODIC_SPIKE,7930,55,55.0,40.68,0.74,38.49,55.57,2,Normal,Good,0,0,0,42.42,64.94,33.47,4.0,2.0,1.0,0.931,44.71,53.79,45.65,4.0,6.0,0.75,0.879,-1.74,-26.45,22.1,-2.0,-0.191,0.0,-4.1,-40.73,66.03,5.13,6.703,0.158,-5.993,0.3
Zone_40,9,University_District,PERIODIC_SPIKE,7930,55,55.0,38.61,0.702,37.13,54.91,7,Normal,Good,0,0,0,40.68,38.49,55.57,2.0,0.0,0.0,0.74,44.92,54.22,45.36,3.75,6.0,0.75,0.883,-2.07,-1.36,-0.66,5.0,-0.038,-2.0,-5.09,-3.53,-1.19,4.869,-6.39,-3.486,2.531,-0.3
Zone_40,10,University_District,PERIODIC_SPIKE,7930,55,49.5,52.32,1.057,60.25,45.52,18,Normal,Good,1,1,1,38.61,37.13,54.91,7.0,0.0,0.0,0.702,41.73,47.14,48.78,3.75,4.0,0.5,0.799,13.71,23.12,-9.39,11.0,0.355,0.0,35.51,62.27,-17.1,6.598,-5.903,-2.154,3.338,-0.4
Zone_40,11,University_District,PERIODIC_SPIKE,7930,55,55.0,39.9,0.725,46.49,52.99,8,Normal,Good,0,2,1,52.32,60.25,45.52,18.0,1.0,1.0,1.057,43.51,50.2,47.37,7.75,3.0,0.5,0.858,-12.42,-13.76,7.47,-10.0,-0.332,1.0,-23.74,-22.84,16.41,5.032,-1.543,2.763,3.549,0.0
Zone_40,12,University_District,PERIODIC_SPIKE,7930,55,55.0,36.65,0.666,36.98,55.66,7,Normal,Good,0,0,0,39.9,46.49,52.99,8.0,2.0,1.0,0.725,42.88,45.59,52.25,8.75,3.0,0.5,0.806,-3.25,-9.51,2.67,-1.0,-0.059,1.0,-8.15,-20.46,5.04,4.622,4.712,1.137,-1.713,0.4
Zone_40,13,University_District,PERIODIC_SPIKE,7930,55,55.0,36.63,0.666,39.55,55.46,5,Normal,Good,0,0,0,36.65,36.98,55.66,7.0,0.0,0.0,0.666,41.87,45.21,52.27,10.0,3.0,0.5,0.788,-0.02,2.57,-0.2,-2.0,0.0,-2.0,-0.05,6.95,-0.36,4.619,-1.421,-1.83,0.972,0.0
Zone_40,14,University_District,PERIODIC_SPIKE,7930,55,55.0,41.03,0.746,39.94,52.35,2,Normal,Good,0,1,1,36.63,39.55,55.46,5.0,0.0,0.0,0.666,41.38,45.82,52.41,9.5,3.0,0.5,0.778,4.4,0.39,-3.11,-3.0,0.08,0.0,12.01,0.99,-5.61,5.174,-7.161,-5.032,3.249,-0.4
Zone_40,15,University_District,PERIODIC_SPIKE,7930,55,40.99,45.01,1.098,76.89,30.58,4,Light Rain,Moderate,1,4,1,41.03,39.94,52.35,2.0,1.0,1.0,0.746,38.55,40.74,54.12,5.5,3.0,0.5,0.701,3.98,36.95,-21.77,2.0,0.352,1.0,9.7,92.51,-41.59,5.676,-1.708,0.337,-0.212,0.0
Zone_40,16,University_District,PERIODIC_SPIKE,7930,55,55.0,42.32,0.769,45.97,53.33,3,Normal,Good,0,0,0,45.01,76.89,30.58,4.0,4.0,1.0,1.098,39.83,48.34,48.51,4.5,5.0,0.5,0.794,-2.69,-30.92,22.75,-1.0,-0.329,3.0,-5.98,-40.21,74.39,5.337,12.012,2.948,-7.835,0.4
Zone_40,17,University_District,PERIODIC_SPIKE,7930,55,55.0,43.36,0.788,46.09,53.43,5,Normal,Good,0,0,0,42.32,45.97,53.33,3.0,0.0,0.0,0.769,41.25,50.59,47.93,3.5,5.0,0.5,0.82,1.04,0.12,0.1,2.0,0.019,-4.0,2.46,0.26,0.19,5.468,5.621,2.105,-2.816,0.0
Zone_40,18,University_District,PERIODIC_SPIKE,7930,55,38.71,41.97,1.084,78.56,29.46,8,Light Rain,Moderate,1,0,0,43.36,46.09,53.43,5.0,0.0,0.0,0.788,42.93,52.22,47.42,3.5,5.0,0.5,0.85,-1.39,32.47,-23.97,3.0,0.296,0.0,-3.21,70.45,-44.86,5.293,-1.247,0.43,2.599,-0.4
Zone_40,19,University_District,PERIODIC_SPIKE,7930,55,46.75,43.05,0.921,54.5,49.83,5,Normal,Good,1,0,0,41.97,78.56,29.46,8.0,0.0,0.0,1.084,43.16,61.88,41.7,5.0,4.0,0.25,0.935,1.08,-24.06,20.37,-3.0,-0.163,0.0,2.57,-30.63,69.14,5.429,0.513,-0.808,-0.326,-0.3
Zone_40,20,University_District,PERIODIC_SPIKE,7930,55,49.5,46.63,0.942,53.34,49.93,10,Normal,Good,1,1,1,43.05,54.5,49.83,5.0,0.0,0.0,0.921,42.68,56.28,46.51,5.25,0.0,0.0,0.891,3.58,-1.16,0.1,5.0,0.021,0.0,8.32,-2.13,0.2,5.88,5.806,0.08,-3.447,0.0
Zone_40,21,University_District,PERIODIC_SPIKE,7930,55,45.54,37.17,0.816,50.91,38.92,5,Light Rain,Moderate,0,0,0,46.63,53.34,49.93,10.0,1.0,1.0,0.942,43.75,58.12,45.66,7.0,1.0,0.25,0.934,-9.46,-2.43,-11.01,-5.0,-0.126,1.0,-20.29,-4.56,-22.05,4.687,-0.231,1.089,0.987,0.3
Zone_40,22,University_District,PERIODIC_SPIKE,7930,55,45.54,39.84,0.875,53.79,44.41,5,Light Rain,Moderate,0,1,1,37.17,50.91,38.92,5.0,0.0,0.0,0.816,42.2,59.33,42.04,7.0,1.0,0.25,0.941,2.67,2.88,5.49,0.0,0.059,-1.0,7.18,5.66,14.11,5.024,-8.411,-1.082,2.848,0.1
Zone_40,23,University_District,PERIODIC_SPIKE,7930,55,45.54,37.27,0.818,53.76,42.32,7,Light Rain,Moderate,0,1,1,39.84,53.79,44.41,5.0,1.0,1.0,0.875,41.67,53.14,45.77,6.25,2.0,0.5,0.888,-2.57,-0.03,-2.09,2.0,-0.057,1.0,-6.45,-0.06,-4.71,4.7,-0.456,-1.909,-2.727,0.2
Zone_40,24,University_District,PERIODIC_SPIKE,7930,55,55.0,33.36,0.607,29.87,53.98,4,Normal,Good,0,0,0,37.27,53.76,42.32,7.0,1.0,1.0,0.818,40.23,52.95,43.9,6.75,3.0,0.75,0.863,-3.91,-23.89,11.66,-3.0,-0.211,0.0,-10.49,-44.44,27.55,4.207,0.414,-2.541,-1.734,0.1
Zone_40,25,University_District,PERIODIC_SPIKE,7930,55,40.99,43.06,1.051,75.01,29.88,8,Light Rain,Moderate,1,0,0,33.36,29.87,53.98,4.0,0.0,0.0,0.607,36.91,47.08,44.91,5.25,2.0,0.5,0.779,9.7,45.14,-24.1,4.0,0.444,-1.0,29.08,151.12,-44.65,5.43,-6.315,-1.4,4.309,0.0
Zone_40,26,University_District,PERIODIC_SPIKE,7930,55,55.0,40.09,0.729,41.91,56.0,1,Normal,Good,0,0,0,43.06,75.01,29.88,8.0,0.0,0.0,1.051,38.38,53.11,42.65,6.0,2.0,0.5,0.838,-2.97,-33.1,26.12,-7.0,-0.322,0.0,-6.9,-44.13,87.42,5.055,3.977,0.575,-3.193,-0.4
Zone_40,27,University_District,PERIODIC_SPIKE,7930,55,55.0,40.34,0.733,40.52,51.77,4,Normal,Good,0,1,1,40.09,41.91,56.0,1.0,0.0,0.0,0.729,38.44,50.14,45.54,5.0,1.0,0.25,0.801,0.25,-1.39,-4.23,3.0,0.004,0.0,0.62,-3.32,-7.55,5.087,0.959,1.816,1.694,-0.3
Zone_40,28,University_District,PERIODIC_SPIKE,7930,55,55.0,37.78,0.687,40.67,53.79,4,Normal,Good,0,0,0,40.34,40.52,51.77,4.0,1.0,1.0,0.733,39.21,46.83,47.91,4.25,1.0,0.25,0.78,-2.56,0.15,2.02,0.0,-0.046,1.0,-6.35,0.37,3.9,4.764,-0.115,1.797,1.949,0.3
Zone_40,29,University_District,PERIODIC_SPIKE,7930,55,55.0,37.32,0.679,36.15,56.39,4,Normal,Good,0,0,0,37.78,40.67,53.79,4.0,0.0,0.0,0.687,40.32,49.53,47.86,4.25,1.0,0.25,0.8,-0.46,-4.52,2.6,0.0,-0.008,-1.0,-1.22,-11.11,4.83,4.706,-10.441,-1.559,6.75,0.1
Zone_40,30,University_District,PERIODIC_SPIKE,7930,55,49.5,43.96,0.888,54.86,47.94,8,Normal,Good,1,2,1,37.32,36.15,56.39,4.0,0.0,0.0,0.679,38.88,39.81,54.49,3.25,1.0,0.25,0.707,6.64,18.71,-8.45,4.0,0.209,0.0,17.79,51.76,-14.98,5.544,-1.713,-1.087,0.319,-0.1
Zone_40,31,University_District,PERIODIC_SPIKE,7930,55,45.54,44.04,0.967,64.78,37.66,4,Light Rain,Moderate,0,0,0,43.96,54.86,47.94,8.0,2.0,1.0,0.888,39.85,43.05,52.47,5.0,3.0,0.5,0.747,0.08,9.92,-10.28,-4.0,0.079,2.0,0.18,18.08,-21.44,5.554,3.85,1.04,-0.889,0.0
Zone_40,32,University_District,PERIODIC_SPIKE,7930,55,32.17,42.55,1.323,100.0,10.0,8,Heavy Rain,Poor,0,1,1,44.04,64.78,37.66,4.0,0.0,0.0,0.967,40.78,49.11,48.94,5.0,2.0,0.25,0.805,-1.49,35.22,-27.66,4.0,0.356,-2.0,-3.38,54.37,-73.45,5.366,9.104,2.542,-5.684,0.1
Zone_40,33,University_District,PERIODIC_SPIKE,7930,55,45.54,36.41,0.8,52.53,42.06,2,Light Rain,Moderate,0,0,0,42.55,100.0,10.0,8.0,1.0,1.0,1.323,41.97,63.95,38.0,6.0,3.0,0.5,0.964,-6.14,-47.47,32.06,-6.0,-0.523,1.0,-14.43,-47.47,320.6,4.591,20.147,1.577,-14.945,0.2
Zone_40,34,University_District,PERIODIC_SPIKE,7930,55,45.54,31.36,0.689,43.33,44.95,8,Light Rain,Moderate,0,1,1,36.41,52.53,42.06,2.0,0.0,0.0,0.8,41.74,68.04,34.42,5.5,3.0,0.5,0.994,-5.05,-9.2,2.89,6.0,-0.111,-1.0,-13.87,-17.51,6.87,3.955,2.823,-2.414,-4.53,-0.2
Zone_40,35,University_District,PERIODIC_SPIKE,7930,55,28.96,32.97,1.138,94.68,10.0,12,Heavy Rain,Poor,1,1,1,31.36,43.33,44.95,8.0,1.0,1.0,0.689,38.59,65.16,33.67,5.5,2.0,0.5,0.945,1.61,51.35,-34.95,4.0,0.449,1.0,5.13,118.51,-77.75,4.158,-11.182,-4.418,5.393,0.2
Zone_40,36,University_District,PERIODIC_SPIKE,7930,55,32.17,32.43,1.008,81.81,17.04,8,Heavy Rain,Poor,0,2,1,32.97,94.68,10.0,12.0,1.0,1.0,1.138,35.82,72.64,26.75,7.5,3.0,0.75,0.988,-0.54,-12.87,7.04,-4.0,-0.13,0.0,-1.64,-13.59,70.4,4.09,-2.516,-3.379,0.289,0.1
Zone_40,37,University_District,PERIODIC_SPIKE,7930,55,55.0,33.34,0.606,32.94,56.26,4,Normal,Good,0,1,1,32.43,81.81,17.04,8.0,2.0,1.0,1.008,33.29,68.09,28.51,7.5,4.0,0.75,0.909,0.91,-48.87,39.22,-4.0,-0.402,1.0,2.81,-59.74,230.16,4.204,13.919,-1.033,-11.001,0.3
Zone_40,38,University_District,PERIODIC_SPIKE,7930,55,55.0,33.21,0.604,30.01,59.03,4,Normal,Good,0,1,1,33.34,32.94,56.26,4.0,1.0,1.0,0.606,32.52,63.19,32.06,8.0,5.0,1.0,0.86,-0.13,-2.93,2.77,0.0,-0.002,-1.0,-0.39,-8.89,4.92,4.188,-4.404,0.54,4.097,0.0
Zone_40,39,University_District,PERIODIC_SPIKE,7930,55,55.0,32.89,0.598,29.87,58.72,2,Normal,Good,0,0,0,33.21,30.01,59.03,4.0,1.0,1.0,0.604,32.99,59.86,35.58,7.0,5.0,1.0,0.839,-0.32,-0.14,-0.31,-2.0,-0.006,0.0,-0.96,-0.47,-0.53,4.148,-24.288,0.163,18.631,0.0
Zone_40,40,University_District,PERIODIC_SPIKE,7930,55,49.5,39.51,0.798,45.31,48.77,3,Normal,Good,1,0,0,32.89,29.87,58.72,2.0,0.0,0.0,0.598,32.97,43.66,47.76,4.5,4.0,0.75,0.704,6.62,15.44,-9.95,1.0,0.2,-1.0,20.13,51.69,-16.94,4.982,-15.875,0.125,12.781,-0.3
Zone_40,41,University_District,PERIODIC_SPIKE,7930,55,55.0,42.03,0.764,42.64,53.16,8,Normal,Good,0,0,0,39.51,45.31,48.77,3.0,0.0,0.0,0.798,34.74,34.53,55.7,3.25,2.0,0.5,0.652,2.52,-2.67,4.39,5.0,-0.034,0.0,6.38,-5.89,9.0,5.3,3.697,1.819,-2.278,-0.4
Zone_40,42,University_District,PERIODIC_SPIKE,7930,55,55.0,42.49,0.773,50.5,50.41,6,Normal,Good,0,1,1,42.03,42.64,53.16,8.0,0.0,0.0,0.764,36.91,36.96,54.92,4.25,1.0,0.25,0.691,0.46,7.86,-2.75,-2.0,0.009,0.0,1.09,18.43,-5.17,5.358,5.333,3.308,-2.756,-0.3
Zone_40,43,University_District,PERIODIC_SPIKE,7930,55,45.54,44.16,0.97,63.85,34.44,5,Light Rain,Moderate,0,0,0,42.49,50.5,50.41,6.0,1.0,1.0,0.773,39.23,42.08,52.76,4.75,1.0,0.25,0.733,1.67,13.35,-15.97,-1.0,0.197,1.0,3.93,26.44,-31.68,5.569,5.922,3.132,-2.054,0.3
Zone_40,44,University_District,PERIODIC_SPIKE,7930,55,55.0,48.7,0.885,54.29,47.39,5,Normal,Good,0,0,0,44.16,63.85,34.44,5.0,0.0,0.0,0.97,42.05,50.58,46.69,5.5,1.0,0.25,0.826,4.54,-9.56,12.95,0.0,-0.085,-1.0,10.28,-14.97,37.6,6.141,6.348,1.441,-4.574,0.1
Zone_40,45,University_District,PERIODIC_SPIKE,7930,55,49.5,51.78,1.046,64.16,44.2,9,Normal,Good,1,2,1,48.7,54.29,47.39,5.0,0.0,0.0,0.885,44.35,52.82,46.35,6.0,1.0,0.25,0.848,3.08,9.87,-3.19,4.0,0.161,0.0,6.32,18.18,-6.73,6.53,4.83,2.168,-3.328,-0.1
Zone_40,46,University_District,PERIODIC_SPIKE,7930,55,55.0,46.35,0.843,51.1,46.77,5,Normal,Good,0,1,1,51.78,64.16,44.2,9.0,2.0,1.0,1.046,46.78,58.2,44.11,6.25,3.0,0.5,0.918,-5.43,-13.06,2.57,-4.0,-0.203,2.0,-10.49,-20.36,5.81,5.845,3.142,3.241,-0.568,0.0
Zone_40,47,University_District,PERIODIC_SPIKE,7930,55,55.0,48.4,0.88,50.02,50.16,10,Normal,Good,0,0,0,46.35,51.1,46.77,5.0,1.0,1.0,0.843,47.75,58.35,43.2,6.0,3.0,0.5,0.936,2.05,-1.08,3.39,5.0,0.037,-1.0,4.42,-2.11,7.25,6.103,-2.838,0.965,3.38,0.4
Zone_40,48,University_District,PERIODIC_SPIKE,7930,55,45.54,47.49,1.043,75.35,34.13,6,Light Rain,Moderate,0,2,1,48.4,50.02,50.16,10.0,0.0,0.0,0.88,48.81,54.89,47.13,7.25,3.0,0.5,0.914,-0.91,25.33,-16.03,-4.0,0.163,-1.0,-1.88,50.64,-31.96,5.989,-2.587,-0.633,1.088,0.0
Zone_40,49,University_District,PERIODIC_SPIKE,7930,55,45.54,49.42,1.085,75.47,31.77,10,Light Rain,Moderate,0,1,1,47.49,75.35,34.13,6.0,2.0,1.0,1.043,48.5,60.16,43.82,7.5,5.0,0.75,0.953,1.93,0.12,-2.36,4.0,0.042,2.0,4.06,0.16,-6.91,6.232,3.249,-1.082,-2.682,-0.1
Zone_40,50,University_District,PERIODIC_SPIKE,7930,55,40.99,42.31,1.032,68.86,33.8,12,Light Rain,Moderate,1,1,1,49.42,75.47,31.77,10.0,1.0,1.0,1.085,47.92,62.98,40.71,7.75,4.0,0.75,0.963,-7.11,-6.61,2.03,2.0,-0.053,-1.0,-14.39,-8.76,6.39,5.335,9.844,0.83,-6.103,0.1
Zone_40,51,University_District,PERIODIC_SPIKE,7930,55,55.0,40.06,0.728,41.72,56.03,4,Normal,Good,0,1,1,42.31,68.86,33.8,12.0,1.0,1.0,1.032,46.9,67.42,37.47,9.5,4.0,0.75,1.01,-2.25,-27.14,22.23,-8.0,-0.304,0.0,-5.32,-39.41,65.77,5.052,5.664,-1.634,-5.144,0.3
Zone_40,52,University_District,PERIODIC_SPIKE,7930,55,45.54,42.57,0.935,67.03,35.51,7,Light Rain,Moderate,0,2,1,40.06,41.72,56.03,4.0,1.0,1.0,0.728,44.82,65.35,38.93,8.0,5.0,1.0,0.972,2.51,25.31,-20.52,3.0,0.207,0.0,6.27,60.67,-36.62,5.368,-10.75,-2.94,6.773,0.0
Zone_41,1,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,9.52,0.227,11.07,64.43,4,Normal,Good,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3.735,,,,
Zone_41,2,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,16.9,0.402,20.61,64.76,5,Normal,Good,0,0,0,9.52,11.07,64.43,4.0,0.0,0.0,0.227,,,,,,,,7.38,9.54,0.33,1.0,0.175,,77.52,86.18,0.51,6.63,,,,
Zone_41,3,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,13.25,0.315,11.02,64.83,3,Normal,Good,0,0,0,16.9,20.61,64.76,5.0,0.0,0.0,0.402,,,,,,,,-3.65,-9.59,0.07,-2.0,-0.087,0.0,-21.6,-46.53,0.11,5.198,,,,
Zone_41,4,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,10.58,0.252,14.11,62.68,5,Normal,Good,0,1,1,13.25,11.02,64.83,3.0,0.0,0.0,0.315,,,,,,,,-2.67,3.09,-2.15,2.0,-0.063,0.0,-20.15,28.04,-3.32,4.151,,,,
Zone_41,5,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,14.53,0.346,17.66,60.97,1,Normal,Good,0,0,0,10.58,14.11,62.68,5.0,1.0,1.0,0.252,12.56,14.2,64.18,4.25,1.0,0.25,0.299,3.95,3.55,-1.71,-4.0,0.094,1.0,37.33,25.16,-2.73,5.7,-0.047,-0.047,-0.518,0.3
Zone_41,6,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,8.66,0.206,10.74,63.54,4,Normal,Good,0,0,0,14.53,17.66,60.97,1.0,0.0,0.0,0.346,13.82,15.85,63.31,3.5,1.0,0.25,0.329,-5.87,-6.92,2.57,3.0,-0.14,-1.0,-40.4,-39.18,4.22,3.397,-0.576,-0.978,-1.352,0.1
Zone_41,7,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,14.11,0.336,15.89,63.98,6,Normal,Good,0,0,0,8.66,10.74,63.54,4.0,0.0,0.0,0.206,11.76,13.38,63.0,3.25,1.0,0.25,0.28,5.45,5.15,0.44,2.0,0.13,0.0,62.93,47.95,0.69,5.536,0.271,-0.982,-0.558,-0.1
Zone_41,8,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,14.58,0.347,17.54,59.87,2,Normal,Good,0,0,0,14.11,15.89,63.98,6.0,0.0,0.0,0.336,11.97,14.6,62.79,4.0,1.0,0.25,0.285,0.47,1.65,-4.11,-4.0,0.011,0.0,3.33,10.38,-6.42,5.72,-0.158,0.472,0.647,-0.3
Zone_41,9,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,11.52,0.274,12.87,58.75,4,Normal,Good,0,0,0,14.58,17.54,59.87,2.0,0.0,0.0,0.347,12.97,15.46,62.09,3.25,0.0,0.0,0.309,-3.06,-4.67,-1.12,2.0,-0.073,0.0,-20.99,-26.62,-1.87,4.519,0.479,0.56,-0.286,0.0
Zone_41,10,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,12.79,0.305,11.17,62.58,9,Normal,Good,0,0,0,11.52,12.87,58.75,4.0,0.0,0.0,0.274,12.22,14.26,61.54,4.0,0.0,0.0,0.291,1.27,-1.7,3.83,5.0,0.031,0.0,11.02,-13.21,6.52,5.018,0.804,0.905,-1.848,0.0
Zone_41,11,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,16.55,0.394,20.39,58.89,8,Normal,Good,0,0,0,12.79,11.17,62.58,9.0,0.0,0.0,0.305,13.25,14.37,61.3,5.25,0.0,0.0,0.316,3.76,9.22,-3.69,-1.0,0.089,0.0,29.4,82.54,-5.9,6.493,-1.883,-0.702,-0.532,0.0
Zone_41,12,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,16.42,0.391,20.25,62.09,4,Normal,Good,0,0,0,16.55,20.39,58.89,8.0,0.0,0.0,0.394,13.86,15.49,60.02,5.75,0.0,0.0,0.33,-0.13,-0.14,3.2,-4.0,-0.003,0.0,-0.79,-0.69,5.43,6.442,0.685,0.718,0.089,0.0
Zone_41,13,Highway_Junction,GRADUAL_DETERIORATION,2549,42,34.78,11.59,0.333,17.89,54.6,4,Light Rain,Moderate,0,0,0,16.42,20.25,62.09,4.0,0.0,0.0,0.391,14.32,16.17,60.58,6.25,0.0,0.0,0.341,-4.83,-2.36,-7.49,0.0,-0.058,0.0,-29.42,-11.65,-12.06,4.547,3.136,1.846,0.633,0.0
Zone_41,14,Highway_Junction,GRADUAL_DETERIORATION,2549,42,34.78,14.12,0.406,20.05,56.85,2,Light Rain,Moderate,0,0,0,11.59,17.89,54.6,4.0,0.0,0.0,0.333,14.34,17.42,59.54,6.25,0.0,0.0,0.356,2.53,2.16,2.25,-2.0,0.073,0.0,21.83,12.07,4.12,5.539,2.002,-0.373,-2.074,0.0
Zone_41,15,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,8.81,0.21,13.72,61.17,6,Normal,Good,0,0,0,14.12,20.05,56.85,2.0,0.0,0.0,0.406,14.67,19.64,58.11,4.5,0.0,0.0,0.381,-5.31,-6.33,4.32,4.0,-0.196,0.0,-37.61,-31.57,7.6,3.456,-0.338,-1.212,-1.361,0.0
Zone_41,16,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,12.97,0.309,15.38,63.9,2,Normal,Good,0,0,0,8.81,13.72,61.17,6.0,0.0,0.0,0.21,12.74,17.98,58.68,4.0,0.0,0.0,0.335,4.16,1.66,2.73,-4.0,0.099,0.0,47.22,12.1,4.46,5.088,-1.743,-2.03,-0.051,0.0
Zone_41,17,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,17.91,0.426,16.83,60.85,4,Normal,Good,0,0,0,12.97,15.38,63.9,2.0,0.0,0.0,0.309,11.87,16.76,59.13,3.5,0.0,0.0,0.314,4.94,1.45,-3.05,2.0,0.117,0.0,38.09,9.43,-4.77,7.026,-1.386,-0.117,3.222,0.0
Zone_41,18,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,10.77,0.256,9.14,65.04,6,Normal,Good,0,0,0,17.91,16.83,60.85,4.0,0.0,0.0,0.426,13.45,16.5,60.69,3.5,0.0,0.0,0.338,-7.14,-7.69,4.19,2.0,-0.17,0.0,-39.87,-45.69,6.89,4.225,-0.8,1.553,1.473,0.0
Zone_41,19,Highway_Junction,GRADUAL_DETERIORATION,2549,42,34.78,11.48,0.33,18.62,53.53,2,Light Rain,Moderate,0,0,0,10.77,9.14,65.04,6.0,0.0,0.0,0.256,12.61,13.77,62.74,4.5,0.0,0.0,0.3,0.71,9.48,-11.51,-4.0,0.074,0.0,6.59,103.72,-17.7,4.504,-1.229,1.082,0.856,0.0
Zone_41,20,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,19.11,0.455,20.92,62.23,6,Normal,Good,0,0,0,11.48,18.62,53.53,2.0,0.0,0.0,0.33,13.28,14.99,60.83,3.5,0.0,0.0,0.33,7.63,2.3,8.7,4.0,0.125,0.0,66.46,12.35,16.25,7.497,0.203,-1.161,-2.692,0.0
Zone_41,21,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,16.05,0.382,13.28,62.77,1,Normal,Good,0,0,0,19.11,20.92,62.23,6.0,0.0,0.0,0.455,14.82,16.38,60.41,4.5,0.0,0.0,0.367,-3.06,-7.64,0.54,-5.0,-0.073,0.0,-16.01,-36.52,0.87,6.297,2.175,0.431,-0.737,0.0
Zone_41,22,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,21.64,0.515,25.87,57.51,2,Normal,Good,0,0,0,16.05,13.28,62.77,1.0,0.0,0.0,0.382,14.35,15.49,60.89,3.75,0.0,0.0,0.356,5.59,12.59,-5.26,1.0,0.133,0.0,34.83,94.8,-8.38,8.49,1.472,2.347,0.189,0.0
Zone_41,23,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,17.87,0.425,17.11,58.72,6,Normal,Good,0,1,1,21.64,25.87,57.51,2.0,0.0,0.0,0.515,17.07,19.67,59.01,2.75,0.0,0.0,0.42,-3.77,-8.76,1.21,4.0,-0.09,0.0,-17.42,-33.86,2.1,7.011,1.411,2.742,1.248,0.0
